row_index,video_id,question,answer,pred_answer,task,correct,score,raw_judgment
1265,2bb31b69-fcda-4f54-8338-f590944df999,What happened just before playing cards?,Reshuffled the cards,"Just before playing cards, the person in the foreground was seen holding a card and gesturing with their hand.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
1266,2bb31b69-fcda-4f54-8338-f590944df999,What happened before reshuffling the cards?,Sat in the room,"Before reshuffling, the person was seen holding a card and gesturing with their hand.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
1267,2bb31b69-fcda-4f54-8338-f590944df999,What did I do before spreading cards on the floor?,Reshuffled them,"Before spreading cards on the floor, you were holding a deck of playing cards.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
1268,2bb31b69-fcda-4f54-8338-f590944df999,What action took place before sitting down?,Entered the room,"Before sitting down, the person was seen holding a card and gesturing with their hand.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
1269,2bb31b69-fcda-4f54-8338-f590944df999,What activity is being performed in the scene?,Playing cards is the activity.,"The activity being performed in the scene is a card game, specifically playing cards.",Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
1270,2bb31b69-fcda-4f54-8338-f590944df999,How many individuals are participating in the activity?,Two individuals are participating.,Two individuals are participating in the activity.,Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
1271,2bb31b69-fcda-4f54-8338-f590944df999,Can you describe the setting of the video clip?,"The setting is indoors, on the floor with a rug.","The video clip takes place in a cozy room with a wooden floor, where two people are engaged in playing cards. The background includes a television screen displaying the text '10:59', and there is a person holding a smartphone near the center of the frame.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
1272,2bb31b69-fcda-4f54-8338-f590944df999,What is the gender composition of the participants?,One male and one female are participating.,The participants are a mix of genders.,Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
1273,2bb31b69-fcda-4f54-8338-f590944df999,How are the participants positioned in the clip?,They are sitting on the floor.,"The participants are positioned on a floor, with one person sitting and the other standing.",Action Caption,no,2,"{""correct"": ""no"", ""score"": 2}"
1274,2bb31b69-fcda-4f54-8338-f590944df999,Describe the interaction between the individuals.,They are engaged in a card game.,"The interaction between the individuals is engaging and focused on the game of cards. The person in the foreground, holding a card, appears to be explaining or discussing something with the other individual, who is also actively participating by making hand gestures and pointing at the cards.",Action Caption,yes,5,"{""correct"": ""yes"", ""score"": 5}"
1275,2bb31b69-fcda-4f54-8338-f590944df999,Are there any other objects involved in the action?,"Yes, a deck of cards is involved.","Yes, there is a small black object on the floor near the person's feet.",Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
1276,2bb31b69-fcda-4f54-8338-f590944df999,Is there a competitive activity occurring in the video?,Yes.,"Yes, the video captures a moment where one person is holding up a card and another is reaching out to take it from them.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1277,2bb31b69-fcda-4f54-8338-f590944df999,Is there a visible winner in the card game?,No.,"Yes, the person in the foreground is seen holding a card and appears to be the one who has won the game.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
1278,2bb31b69-fcda-4f54-8338-f590944df999,Did I pick up a card before shuffling the deck?,No,"Yes, the person in the foreground is holding a card and appears to be about to shuffle it.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
1279,2bb31b69-fcda-4f54-8338-f590944df999,Was the woman seen holding cards before I laid mine on the floor?,Yes,"Yes, the woman was seen holding cards before I laid mine on the floor.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1280,2bb31b69-fcda-4f54-8338-f590944df999,Did I deal cards to the woman before sitting down?,No,"Yes, the woman was seen holding a deck of cards before sitting down.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
1281,2bb31b69-fcda-4f54-8338-f590944df999,Did the woman adjust her glasses before smiling at me?,Yes,"Yes, she adjusted her glasses before smiling at me.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1282,2bb31b69-fcda-4f54-8338-f590944df999,Was the woman's sock visible before she crossed her legs?,Yes,"Yes, the woman's sock was visible before she crossed her legs.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1283,2bb31b69-fcda-4f54-8338-f590944df999,What did the woman do before looking at her hand of cards?,She crossed her legs,She was seen holding a smartphone.,What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
1284,2bb31b69-fcda-4f54-8338-f590944df999,What occurred before the woman adjusted her glasses?,She held her cards,"Before the woman adjusted her glasses, she was holding a deck of cards.",What event order,yes,5,"{""correct"": ""yes"", ""score"": 5}"
1285,2bb31b69-fcda-4f54-8338-f590944df999,What action took place before I dealt the cards?,I picked up the deck,"Before I dealt the cards, a hand of money was shown to me.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
1286,2bb31b69-fcda-4f54-8338-f590944df999,"In the video, is the poker game started before reshuffling the cards?",No,"Yes, the poker game is started before reshuffling the cards.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
1287,2bb31b69-fcda-4f54-8338-f590944df999,"In the sequence, does the lady pick up her cards before the cards are laid out on the floor?",Yes,"Yes, the lady picks up her cards before the cards are laid out on the floor.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1288,2bb31b69-fcda-4f54-8338-f590944df999,"In the clip, do the cards get scattered on the table before being picked up?",Yes,"Yes, the cards get scattered on the table before being picked up.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1289,2bb31b69-fcda-4f54-8338-f590944df999,Does the video show the lady with cards in hand before the cards are shuffled?,No,"Yes, the video shows the lady with cards in hand before the cards are shuffled.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
1290,2bb31b69-fcda-4f54-8338-f590944df999,What occurs just before the lady picks up her cards?,Cards are laid out on the floor,"Just before the lady picks up her cards, a hand reaches out from behind her, holding a small object.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
1291,2bb31b69-fcda-4f54-8338-f590944df999,"In the video, what happens before the cards are reshuffled?",A round of poker is played,"Before the cards are reshuffled, a hand holding a black object appears and starts to shuffle the deck of playing cards.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
1292,2bb31b69-fcda-4f54-8338-f590944df999,What event happens before the cards get scattered on the table?,The lady picks up her cards,"Before the cards get scattered, a hand is seen holding a card with a red dot on it.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
1293,2bb31b69-fcda-4f54-8338-f590944df999,What do we see happening before the cards are laid out on the floor?,Reshuffling of cards,"Before the cards are laid out on the floor, a person is seen holding a smartphone and pointing at something in their hands.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
1294,2bb31b69-fcda-4f54-8338-f590944df999,What action takes place before the poker game starts?,Cards are reshuffled,"Before the poker game starts, a hand of cards is being dealt from one player to another.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
1295,2bb31b69-fcda-4f54-8338-f590944df999,What is the setting of this video clip?,I played cards with a woman inside a house.,"The setting is a cozy living room with a patterned rug on the floor, surrounded by various items such as a couch and a small table.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
1296,2bb31b69-fcda-4f54-8338-f590944df999,How many people are involved in the scene?,Two people are involved in the scene.,There are two people involved in the scene,Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
1297,2bb31b69-fcda-4f54-8338-f590944df999,Is there a competitive element visible here?,"Yes, the card game implies a competitive interaction.","Yes, there is a competitive element to the game.",Action Caption,yes,5,"{""correct"": ""yes"", ""score"": 5}"
1298,2bb31b69-fcda-4f54-8338-f590944df999,Did the individuals rearrange the furniture for playing?,No.,"Yes, the individuals rearranged the furniture to create a more comfortable and organized playing area.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
1299,2bb31b69-fcda-4f54-8338-f590944df999,Did someone draw a card in the clip?,Yes.,"The video shows a person sitting on the floor, holding two cards in their hands.",Whether Something Happened(Y/N),no,2,"{""correct"": ""no"", ""score"": 2}"
1300,2bb31b69-fcda-4f54-8338-f590944df999,Did the scene involve any form of digital technology?,No.,"No, the scene did not involve any form of digital technology.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1301,2bb31b69-fcda-4f54-8338-f590944df999,Did the people appear to be outdoors?,No.,"No, the setting appears to be indoors.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1302,2bb31b69-fcda-4f54-8338-f590944df999,"In the video, did the shoe appear before the card deck on the carpet?",Yes,"Yes, the shoe appears before the card deck on the carpet.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1303,2bb31b69-fcda-4f54-8338-f590944df999,Was the hand holding cards before the bottle was seen?,Yes,"No, the hand holding cards was not before the bottle.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
1304,2bb31b69-fcda-4f54-8338-f590944df999,"In the clip, did the playing of cards happen before the plant was visible?",No,"No, the playing of cards was not visible before the plant.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1305,2bb31b69-fcda-4f54-8338-f590944df999,What is shown before the bottle on the left side of the frame?,Cards on the floor,"The video shows a person sitting on the floor, holding a deck of cards and looking at it with interest.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
1306,2bb31b69-fcda-4f54-8338-f590944df999,What do you see before the plant in the video's background?,A sofa,"In the video, there is a small plant with green and white flowers in the background.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
1307,2bb31b69-fcda-4f54-8338-f590944df999,Was the rug straightened before I sat down to play?,No.,"No, the rug was not straightened before I sat down to play/INFO",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1308,2bb31b69-fcda-4f54-8338-f590944df999,Did I touch my foot before picking more cards from the pile?,No.,"No, you didn.)",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1309,2bb31b69-fcda-4f54-8338-f590944df999,Were the cards spread out on the rug before the game started?,No.,"Yes, the cards were spread out on the rug before the game started.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
1310,2bb31b69-fcda-4f54-8338-f590944df999,Did I pick a card from my hand before the woman looked at hers?,Yes.,"No, you didn.)",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
1311,2bb31b69-fcda-4f54-8338-f590944df999,What occurs just before I look at my cards?,I pick them up.,"The video shows a person sitting on the floor, holding two cards in their hands. The scene is set in a room with a patterned rug and various items scattered around, including a smartphone lying on the floor.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
1312,2bb31b69-fcda-4f54-8338-f590944df999,What action takes place before the game begins?,Sitting down on the rug.,The game begins with the person in the foreground holding a deck of cards and gesturing as if explaining or discussing something.,What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
1313,2bb31b69-fcda-4f54-8338-f590944df999,What happens before more cards are picked from the pile?,Playing a round of cards.,"Before more cards are picked from the pile, the person is seen holding a card in their hand and gesturing with it.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
1314,2bb31b69-fcda-4f54-8338-f590944df999,What activity takes place in this scene?,Playing cards in the house.,"The scene depicts a card game session where two individuals are playing cards, with one person holding a smartphone and the other interacting with the cards.",Scene Summary,yes,4,"{""correct"": ""yes"", ""score"": 4}"
1315,2bb31b69-fcda-4f54-8338-f590944df999,Where are the individuals in this scene?,Inside a house.,The individuals are sitting on a rug in what appears to be a living room.,Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
1316,2bb31b69-fcda-4f54-8338-f590944df999,What objects are central in this scenario?,Cards on the floor.,The central objects in this scenario are the playing cards and a smartphone.,Scene Summary,no,3,"{""correct"": ""no"", ""score"": 3}"
1317,2bb31b69-fcda-4f54-8338-f590944df999,How is the room in the clip furnished?,There's a bookshelf and a couch.,"The room is furnished with a large rug, a couch, and various items scattered around.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
1318,2bb31b69-fcda-4f54-8338-f590944df999,What action is the person opposite performing?,Holding and presumably playing cards.,"The person opposite is holding a smartphone and appears to be interacting with it, possibly taking a photo or video of the game.",Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
1319,2bb31b69-fcda-4f54-8338-f590944df999,What seems to be the immediate action captured in the frame?,Dealing or picking up cards.,"The immediate action captured in the frame includes a person holding a smartphone, possibly checking or showing something on it to another individual.",Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
1320,2bb31b69-fcda-4f54-8338-f590944df999,What can be said about the card game's progression?,It looks mid-game with several cards played.,"The video shows the card game in progress, with each player holding a deck of cards and actively participating. The scene is lively and engaging as they play together, with some players making hand gestures and discussing their strategies.",Action Caption,no,2,"{""correct"": ""no"", ""score"": 2}"
1321,2bb31b69-fcda-4f54-8338-f590944df999,Is there a card game occurring?,Yes.,"Yes, there is a card game occurring.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1322,2bb31b69-fcda-4f54-8338-f590944df999,Is there more than one participant in the game?,Yes.,"Yes, there are two participants in the game.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1323,2bb31b69-fcda-4f54-8338-f590944df999,Have any cards been laid out on the floor?,Yes.,"Yes, several cards have been laid out on the floor.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1324,2bb31b69-fcda-4f54-8338-f590944df999,Is the activity taking place indoors?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1325,2bb31b69-fcda-4f54-8338-f590944df999,Does it appear to be a formal card-playing setting?,No.,"Yes, the presence of a deck of cards and the organized arrangement suggest that it is likely a formal or semi-formal card game setting.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
1326,2bb31b69-fcda-4f54-8338-f590944df999,Was the rug visible before I started playing cards?,Yes.,"Yes, the rug was visible in the foreground of the video.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1327,2bb31b69-fcda-4f54-8338-f590944df999,Did the plant appear in the frame before the game began?,Yes.,"Yes, the plant was visible in the background and appeared on a shelf or table in the background before the game began.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1328,2bb31b69-fcda-4f54-8338-f590944df999,What happens before I sit on the floor?,The setting of the room is displayed.,"Before sitting on the floor, the person is seen holding a smartphone and interacting with it.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
1329,2bb31b69-fcda-4f54-8338-f590944df999,"In the video, does the arrangement of cards on the floor change before a new card is drawn?",No,"Yes, the arrangement of cards on the table changes before a new card is drawn.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
1330,2bb31b69-fcda-4f54-8338-f590944df999,"In the video, is the heart card shown before a player picks more cards?",Yes,"Yes, the heart card is shown before a player picks more cards.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1331,2bb31b69-fcda-4f54-8338-f590944df999,Does the woman put down a card before all cards are laid out?,Yes,"Yes, the woman places a card on the table before all cards are laid out.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1332,2bb31b69-fcda-4f54-8338-f590944df999,What occurs just before a new card is drawn from the deck?,Players examine their cards,"Just before a new card is drawn, the person holding the card places it on the table and then reaches for another card.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
1333,2bb31b69-fcda-4f54-8338-f590944df999,"In the video sequence, what do we see happening before the cards are spread out?",A card is being placed down,"Before the cards are spread out, we see a person holding a smartphone and interacting with it.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
1334,2bb31b69-fcda-4f54-8338-f590944df999,What takes place right before more cards are picked from the deck?,The woman sorts her cards,"Before more cards are picked from the deck, a hand of $100 bills is shown.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
1335,af400f98-3c57-46ad-acac-eaca6f940180,What location is shown in the video frame?,It shows a road.,The location shown in the video frame is a street with a person riding a skateboard.,Scene Summary,yes,4,"{""correct"": ""yes"", ""score"": 4}"
1336,af400f98-3c57-46ad-acac-eaca6f940180,Are there other people present in this scene?,"Yes, people are present.","Yes, there are other people present in the background.",Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
1337,af400f98-3c57-46ad-acac-eaca6f940180,Is the environment urban or rural?,The environment appears to be urban.,"The environment appears to be rural, as indicated by the presence of a motorcycle and the open space.",Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
1338,af400f98-3c57-46ad-acac-eaca6f940180,Is the road busy or empty?,The road is busy with movement.,"The road is empty, with only a few people and a dog visible.",Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
1339,af400f98-3c57-46ad-acac-eaca6f940180,What is the weather like in the scene?,The weather information is not provided.,The weather appears to be overcast.,Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
1340,af400f98-3c57-46ad-acac-eaca6f940180,Who is walking in this clip?,I am walking along the road.,A person wearing a white shirt and dark pants is walking in this clip.,Action Caption,no,2,"{""correct"": ""no"", ""score"": 2}"
1341,af400f98-3c57-46ad-acac-eaca6f940180,What is the camera angle capturing?,The camera angle captures from the walker's perspective.,"The camera angle is from a first-person perspective, capturing the person's view of the scene.",Action Caption,yes,5,"{""correct"": ""yes"", ""score"": 5}"
1342,af400f98-3c57-46ad-acac-eaca6f940180,Is there interaction with the passerby?,No interaction is mentioned or shown.,"Yes, the passerby occasionally looks back and interacts with the person in the foreground.",Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
1343,af400f98-3c57-46ad-acac-eaca6f940180,Do any vehicles pass by closely?,"The summary indicates vehicles move past, but closeness isn't specified.","Yes, a motorcycle passes by closely.",Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
1344,af400f98-3c57-46ad-acac-eaca6f940180,Is there an accident occurring in the video?,"No, no accident is mentioned.",Yes.,Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
1345,af400f98-3c57-46ad-acac-eaca6f940180,Is there any construction work shown in the video?,"No, no construction is mentioned.","No, there is no construction work shown in the video.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1346,af400f98-3c57-46ad-acac-eaca6f940180,Does the video frame show clear skies?,The video frame does not provide this information.,"No, the video frame does not show clear skies.",Whether Something Happened(Y/N),no,1,"{""correct"": ""no"", ""score"": 1}"
1347,af400f98-3c57-46ad-acac-eaca6f940180,What is the main event depicted in this video clip?,A walk on the road with a woman and interactions with passersby.,"The main event depicted in this video clip is a person holding a cigarette, walking down the street with another individual.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
1348,af400f98-3c57-46ad-acac-eaca6f940180,Which location is primarily featured in this video clip?,The video clip features a road.,The primary location featured in this video clip is a dirt road.,Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
1349,af400f98-3c57-46ad-acac-eaca6f940180,How many main subjects are involved in this video scenario?,"Two main subjects, a man and a woman.",Two main subjects are involved in this video scenario: a person and another individual.,Scene Summary,no,3,"{""correct"": ""no"", ""score"": 3}"
1350,af400f98-3c57-46ad-acac-eaca6f940180,Are there other individuals present in this video scene besides the subjects?,"Yes, there are passersby present.","Yes, there are other individuals present in the video scene. One person is holding a banana peel and appears to be eating it while walking alongside the skateboarder.",Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
1351,af400f98-3c57-46ad-acac-eaca6f940180,What actions are shown in these new frames?,A person is seen walking and reaching out to others.,"The new frames show a person holding a banana, another person walking with a skateboard, and the same person smoking a cigarette.",Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
1352,af400f98-3c57-46ad-acac-eaca6f940180,Is there any communication depicted in the clip?,"Yes, there is interaction with passersby.","No, there is no communication depicted in the clip.",Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
1353,af400f98-3c57-46ad-acac-eaca6f940180,Can you describe the physical posture in this frame?,The person's arm is extended forward as if reaching out.,"The person in the white shirt is standing upright with their feet apart, holding a cigarette.",Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
1354,af400f98-3c57-46ad-acac-eaca6f940180,Are the movements in the video leisurely or hurried?,They appear leisurely.,"The movements in the video are leisurely, as indicated by the relaxed and casual posture of the individuals.",Action Caption,yes,5,"{""correct"": ""yes"", ""score"": 5}"
1355,af400f98-3c57-46ad-acac-eaca6f940180,Does the person in the video come into physical contact with others?,It is implied but not visible.,"No, the person in the video does not come into physical contact with others.",Whether Something Happened(Y/N),no,2,"{""correct"": ""no"", ""score"": 2}"
1356,af400f98-3c57-46ad-acac-eaca6f940180,Is the person in the video engaging in a conversation?,Yes.,"Yes, the person in the video is holding a phone and appears to be engaged in a conversation.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1357,af400f98-3c57-46ad-acac-eaca6f940180,Does the person walk on a grassy path in the video?,No.,"Yes, the person walks on a grassy path in the video.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
1358,af400f98-3c57-46ad-acac-eaca6f940180,Does the person in the video interact with more than one passerby?,Yes.,"Yes, the person in the video is seen holding a banana and interacting with another individual who is not visible in the frame.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1359,af400f98-3c57-46ad-acac-eaca6f940180,What is the setting of this video clip?,It's on a road with a person walking and interacting with a woman.,"The setting of the video clip is a narrow, wet pathway with two individuals walking away from each other.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
1360,af400f98-3c57-46ad-acac-eaca6f940180,Is there any physical contact between the two individuals?,No.,"No, there is no physical contact between the two individuals in the video.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1361,af400f98-3c57-46ad-acac-eaca6f940180,Did the person in the video stop walking while interacting?,No.,"Yes, the person in the video stopped walking while interacting with another individual.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
1362,af400f98-3c57-46ad-acac-eaca6f940180,Is the communication friendly and non-threatening?,Yes.,"Yes, the communication is friendly and non-threatening as indicated by the relaxed body language of both individuals.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1363,af400f98-3c57-46ad-acac-eaca6f940180,"In the video, do I interact with some passersby before walking with the woman on the road?",No,"Yes, I interact with some passersby before walking with the woman on the road.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
1364,af400f98-3c57-46ad-acac-eaca6f940180,"In the video, do I walk alone on the road before interacting with a woman?",Yes,"Yes, you walk alone on the road before interacting with a woman.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1365,af400f98-3c57-46ad-acac-eaca6f940180,What do I do just before interacting with the woman on the road in the video?,Walk alone,"You should approach the woman on the road, possibly to offer assistance or engage in a conversation.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
1366,20bc995f-c3de-4789-bd7a-34cf1a313b0c,Who is involved in the scene?,A man and some girls.,"The scene involves a person who is involved in the preparation of food, as indicated by their actions and the presence of various ingredients and utensils.",Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
1367,20bc995f-c3de-4789-bd7a-34cf1a313b0c,What activity is taking place?,Food preparation.,"The activity taking place is the preparation of a dish, likely a curry or stew, involving various ingredients and cooking methods.",Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
1368,20bc995f-c3de-4789-bd7a-34cf1a313b0c,What can be seen on the table in the scene?,Ingredients and cooking utensils.,"The table is cluttered with various food items, including a bowl of rice and a plate filled with different types of food.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
1369,20bc995f-c3de-4789-bd7a-34cf1a313b0c,What is the camera wearer doing with the spoon?,Cooking food.,"The camera wearer is using the spoon to mix or stir the contents of the bowl, which contains a mixture of ingredients.",Action Caption,no,2,"{""correct"": ""no"", ""score"": 2}"
1370,20bc995f-c3de-4789-bd7a-34cf1a313b0c,What can be assumed about the pace of the activity?,It is fast-paced.,"The activity appears to be fast-paced, as indicated by the close-up shots of hands working with various ingredients and utensils.",Action Caption,yes,5,"{""correct"": ""yes"", ""score"": 5}"
1371,20bc995f-c3de-4789-bd7a-34cf1a313b0c,Does the video show any monetary transaction?,No.,"No, the video does not show any monetary transaction.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1372,20bc995f-c3de-4789-bd7a-34cf1a313b0c,Is the food prepared for a large group?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1373,20bc995f-c3de-4789-bd7a-34cf1a313b0c,Does the camera wearer handle more than one dish?,Yes.,"Yes, the camera wearer handles two dishes.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1374,20bc995f-c3de-4789-bd7a-34cf1a313b0c,What is the setting in this video clip?,A food tent with servings of food.,"The setting in the video clip is a bustling street food stall or market, characterized by vibrant colors/INFO",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
1375,20bc995f-c3de-4789-bd7a-34cf1a313b0c,Is the person serving food to more than one person?,Yes.,"Yes, the person is serving foodNECTA",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1376,20bc995f-c3de-4789-bd7a-34cf1a313b0c,Is there a pot included in the food items being served?,Yes.,"Yes, there is a pot included in the foodNECTA meal.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1377,20bc995f-c3de-4789-bd7a-34cf1a313b0c,Is the setting of this video during a nighttime event?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1378,20bc995f-c3de-4789-bd7a-34cf1a313b0c,Is the food made for a man and some girls before serving food under the tent?,Yes,"Yes, the food is made for a man and some girls before serving foodNECT",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1379,20bc995f-c3de-4789-bd7a-34cf1a313b0c,What is the setting of the video clip?,At a roadside food stall.,"The setting of the video clip is a bustling street foodNECT market, characterized by vibrant colors and lively interactions among people.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
1380,20bc995f-c3de-4789-bd7a-34cf1a313b0c,Who is the main person interacting with others in the scene?,A food stall vendor.,The main person interacting with others is a woman wearing a black shirt.,Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
1381,20bc995f-c3de-4789-bd7a-34cf1a313b0c,What type of interaction occurs between the vendor and customers?,Serving food and conversing.,The vendor interacts with customers by serving food/INFO,Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
1382,20bc995f-c3de-4789-bd7a-34cf1a313b0c,How is the stall vendor engaging with the customers besides serving food?,Talking with them.,The stall vendor is interacting with the customers by holding a small container and offering it to one of them.,Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
1383,20bc995f-c3de-4789-bd7a-34cf1a313b0c,Is the vendor wearing gloves while handling food?,No.,"No, the vendor is not wearing gloves while handling food.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
1384,20bc995f-c3de-4789-bd7a-34cf1a313b0c,Does the video show a customer receiving change after payment?,No.,"Yes, the video shows a customer receiving change after paying for their food.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
1385,20bc995f-c3de-4789-bd7a-34cf1a313b0c,Is there any interaction between the customers in the frame?,No.,"Yes, a customer is seen holding an item and interacting with the food preparation area.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
